date_key,date,year,quarter_number,quarter_text,month,year_month,week,year_week,week_start,week_end,week_range,abbreviated_weekday,weekday
123,"2021-05-03 00:00:00",2021,2,"Q2 2021",5,"May 2021",18,"2021, Week 18","2021-05-03 00:00:00",2021-05-09,"May 03, 2021 to May 09, 2021 (Week 18)",Mon,Monday
124,"2021-05-04 00:00:00",2021,2,"Q2 2021",5,"May 2021",18,"2021, Week 18","2021-05-03 00:00:00",2021-05-09,"May 03, 2021 to May 09, 2021 (Week 18)",Tue,Tuesday
125,"2021-05-05 00:00:00",2021,2,"Q2 2021",5,"May 2021",18,"2021, Week 18","2021-05-03 00:00:00",2021-05-09,"May 03, 2021 to May 09, 2021 (Week 18)",Wed,Wednesday
126,"2021-05-06 00:00:00",2021,2,"Q2 2021",5,"May 2021",18,"2021, Week 18","2021-05-03 00:00:00",2021-05-09,"May 03, 2021 to May 09, 2021 (Week 18)",Thu,Thursday
127,"2021-05-07 00:00:00",2021,2,"Q2 2021",5,"May 2021",18,"2021, Week 18","2021-05-03 00:00:00",2021-05-09,"May 03, 2021 to May 09, 2021 (Week 18)",Fri,Friday
128,"2021-05-08 00:00:00",2021,2,"Q2 2021",5,"May 2021",18,"2021, Week 18","2021-05-03 00:00:00",2021-05-09,"May 03, 2021 to May 09, 2021 (Week 18)",Sat,Saturday
129,"2021-05-09 00:00:00",2021,2,"Q2 2021",5,"May 2021",18,"2021, Week 18","2021-05-03 00:00:00",2021-05-09,"May 03, 2021 to May 09, 2021 (Week 18)",Sun,Sunday
130,"2021-05-10 00:00:00",2021,2,"Q2 2021",5,"May 2021",19,"2021, Week 19","2021-05-10 00:00:00",2021-05-16,"May 10, 2021 to May 16, 2021 (Week 19)",Mon,Monday
131,"2021-05-11 00:00:00",2021,2,"Q2 2021",5,"May 2021",19,"2021, Week 19","2021-05-10 00:00:00",2021-05-16,"May 10, 2021 to May 16, 2021 (Week 19)",Tue,Tuesday
132,"2021-05-12 00:00:00",2021,2,"Q2 2021",5,"May 2021",19,"2021, Week 19","2021-05-10 00:00:00",2021-05-16,"May 10, 2021 to May 16, 2021 (Week 19)",Wed,Wednesday
133,"2021-05-13 00:00:00",2021,2,"Q2 2021",5,"May 2021",19,"2021, Week 19","2021-05-10 00:00:00",2021-05-16,"May 10, 2021 to May 16, 2021 (Week 19)",Thu,Thursday
134,"2021-05-14 00:00:00",2021,2,"Q2 2021",5,"May 2021",19,"2021, Week 19","2021-05-10 00:00:00",2021-05-16,"May 10, 2021 to May 16, 2021 (Week 19)",Fri,Friday
135,"2021-05-15 00:00:00",2021,2,"Q2 2021",5,"May 2021",19,"2021, Week 19","2021-05-10 00:00:00",2021-05-16,"May 10, 2021 to May 16, 2021 (Week 19)",Sat,Saturday
136,"2021-05-16 00:00:00",2021,2,"Q2 2021",5,"May 2021",19,"2021, Week 19","2021-05-10 00:00:00",2021-05-16,"May 10, 2021 to May 16, 2021 (Week 19)",Sun,Sunday
137,"2021-05-17 00:00:00",2021,2,"Q2 2021",5,"May 2021",20,"2021, Week 20","2021-05-17 00:00:00",2021-05-23,"May 17, 2021 to May 23, 2021 (Week 20)",Mon,Monday
138,"2021-05-18 00:00:00",2021,2,"Q2 2021",5,"May 2021",20,"2021, Week 20","2021-05-17 00:00:00",2021-05-23,"May 17, 2021 to May 23, 2021 (Week 20)",Tue,Tuesday
139,"2021-05-19 00:00:00",2021,2,"Q2 2021",5,"May 2021",20,"2021, Week 20","2021-05-17 00:00:00",2021-05-23,"May 17, 2021 to May 23, 2021 (Week 20)",Wed,Wednesday
140,"2021-05-20 00:00:00",2021,2,"Q2 2021",5,"May 2021",20,"2021, Week 20","2021-05-17 00:00:00",2021-05-23,"May 17, 2021 to May 23, 2021 (Week 20)",Thu,Thursday
141,"2021-05-21 00:00:00",2021,2,"Q2 2021",5,"May 2021",20,"2021, Week 20","2021-05-17 00:00:00",2021-05-23,"May 17, 2021 to May 23, 2021 (Week 20)",Fri,Friday
142,"2021-05-22 00:00:00",2021,2,"Q2 2021",5,"May 2021",20,"2021, Week 20","2021-05-17 00:00:00",2021-05-23,"May 17, 2021 to May 23, 2021 (Week 20)",Sat,Saturday
143,"2021-05-23 00:00:00",2021,2,"Q2 2021",5,"May 2021",20,"2021, Week 20","2021-05-17 00:00:00",2021-05-23,"May 17, 2021 to May 23, 2021 (Week 20)",Sun,Sunday
144,"2021-05-24 00:00:00",2021,2,"Q2 2021",5,"May 2021",21,"2021, Week 21","2021-05-24 00:00:00",2021-05-30,"May 24, 2021 to May 30, 2021 (Week 21)",Mon,Monday
145,"2021-05-25 00:00:00",2021,2,"Q2 2021",5,"May 2021",21,"2021, Week 21","2021-05-24 00:00:00",2021-05-30,"May 24, 2021 to May 30, 2021 (Week 21)",Tue,Tuesday
146,"2021-05-26 00:00:00",2021,2,"Q2 2021",5,"May 2021",21,"2021, Week 21","2021-05-24 00:00:00",2021-05-30,"May 24, 2021 to May 30, 2021 (Week 21)",Wed,Wednesday
147,"2021-05-27 00:00:00",2021,2,"Q2 2021",5,"May 2021",21,"2021, Week 21","2021-05-24 00:00:00",2021-05-30,"May 24, 2021 to May 30, 2021 (Week 21)",Thu,Thursday
148,"2021-05-28 00:00:00",2021,2,"Q2 2021",5,"May 2021",21,"2021, Week 21","2021-05-24 00:00:00",2021-05-30,"May 24, 2021 to May 30, 2021 (Week 21)",Fri,Friday
149,"2021-05-29 00:00:00",2021,2,"Q2 2021",5,"May 2021",21,"2021, Week 21","2021-05-24 00:00:00",2021-05-30,"May 24, 2021 to May 30, 2021 (Week 21)",Sat,Saturday
150,"2021-05-30 00:00:00",2021,2,"Q2 2021",5,"May 2021",21,"2021, Week 21","2021-05-24 00:00:00",2021-05-30,"May 24, 2021 to May 30, 2021 (Week 21)",Sun,Sunday
151,"2021-05-31 00:00:00",2021,2,"Q2 2021",5,"May 2021",22,"2021, Week 22","2021-05-31 00:00:00",2021-06-06,"May 31, 2021 to Jun 06, 2021 (Week 22)",Mon,Monday
152,"2021-06-01 00:00:00",2021,2,"Q2 2021",6,"June 2021",22,"2021, Week 22","2021-05-31 00:00:00",2021-06-06,"May 31, 2021 to Jun 06, 2021 (Week 22)",Tue,Tuesday
153,"2021-06-02 00:00:00",2021,2,"Q2 2021",6,"June 2021",22,"2021, Week 22","2021-05-31 00:00:00",2021-06-06,"May 31, 2021 to Jun 06, 2021 (Week 22)",Wed,Wednesday
154,"2021-06-03 00:00:00",2021,2,"Q2 2021",6,"June 2021",22,"2021, Week 22","2021-05-31 00:00:00",2021-06-06,"May 31, 2021 to Jun 06, 2021 (Week 22)",Thu,Thursday
155,"2021-06-04 00:00:00",2021,2,"Q2 2021",6,"June 2021",22,"2021, Week 22","2021-05-31 00:00:00",2021-06-06,"May 31, 2021 to Jun 06, 2021 (Week 22)",Fri,Friday
156,"2021-06-05 00:00:00",2021,2,"Q2 2021",6,"June 2021",22,"2021, Week 22","2021-05-31 00:00:00",2021-06-06,"May 31, 2021 to Jun 06, 2021 (Week 22)",Sat,Saturday
157,"2021-06-06 00:00:00",2021,2,"Q2 2021",6,"June 2021",22,"2021, Week 22","2021-05-31 00:00:00",2021-06-06,"May 31, 2021 to Jun 06, 2021 (Week 22)",Sun,Sunday
158,"2021-06-07 00:00:00",2021,2,"Q2 2021",6,"June 2021",23,"2021, Week 23","2021-06-07 00:00:00",2021-06-13,"Jun 07, 2021 to Jun 13, 2021 (Week 23)",Mon,Monday
159,"2021-06-08 00:00:00",2021,2,"Q2 2021",6,"June 2021",23,"2021, Week 23","2021-06-07 00:00:00",2021-06-13,"Jun 07, 2021 to Jun 13, 2021 (Week 23)",Tue,Tuesday
160,"2021-06-09 00:00:00",2021,2,"Q2 2021",6,"June 2021",23,"2021, Week 23","2021-06-07 00:00:00",2021-06-13,"Jun 07, 2021 to Jun 13, 2021 (Week 23)",Wed,Wednesday
161,"2021-06-10 00:00:00",2021,2,"Q2 2021",6,"June 2021",23,"2021, Week 23","2021-06-07 00:00:00",2021-06-13,"Jun 07, 2021 to Jun 13, 2021 (Week 23)",Thu,Thursday
162,"2021-06-11 00:00:00",2021,2,"Q2 2021",6,"June 2021",23,"2021, Week 23","2021-06-07 00:00:00",2021-06-13,"Jun 07, 2021 to Jun 13, 2021 (Week 23)",Fri,Friday
163,"2021-06-12 00:00:00",2021,2,"Q2 2021",6,"June 2021",23,"2021, Week 23","2021-06-07 00:00:00",2021-06-13,"Jun 07, 2021 to Jun 13, 2021 (Week 23)",Sat,Saturday
164,"2021-06-13 00:00:00",2021,2,"Q2 2021",6,"June 2021",23,"2021, Week 23","2021-06-07 00:00:00",2021-06-13,"Jun 07, 2021 to Jun 13, 2021 (Week 23)",Sun,Sunday
165,"2021-06-14 00:00:00",2021,2,"Q2 2021",6,"June 2021",24,"2021, Week 24","2021-06-14 00:00:00",2021-06-20,"Jun 14, 2021 to Jun 20, 2021 (Week 24)",Mon,Monday
166,"2021-06-15 00:00:00",2021,2,"Q2 2021",6,"June 2021",24,"2021, Week 24","2021-06-14 00:00:00",2021-06-20,"Jun 14, 2021 to Jun 20, 2021 (Week 24)",Tue,Tuesday
167,"2021-06-16 00:00:00",2021,2,"Q2 2021",6,"June 2021",24,"2021, Week 24","2021-06-14 00:00:00",2021-06-20,"Jun 14, 2021 to Jun 20, 2021 (Week 24)",Wed,Wednesday
168,"2021-06-17 00:00:00",2021,2,"Q2 2021",6,"June 2021",24,"2021, Week 24","2021-06-14 00:00:00",2021-06-20,"Jun 14, 2021 to Jun 20, 2021 (Week 24)",Thu,Thursday
169,"2021-06-18 00:00:00",2021,2,"Q2 2021",6,"June 2021",24,"2021, Week 24","2021-06-14 00:00:00",2021-06-20,"Jun 14, 2021 to Jun 20, 2021 (Week 24)",Fri,Friday
170,"2021-06-19 00:00:00",2021,2,"Q2 2021",6,"June 2021",24,"2021, Week 24","2021-06-14 00:00:00",2021-06-20,"Jun 14, 2021 to Jun 20, 2021 (Week 24)",Sat,Saturday
171,"2021-06-20 00:00:00",2021,2,"Q2 2021",6,"June 2021",24,"2021, Week 24","2021-06-14 00:00:00",2021-06-20,"Jun 14, 2021 to Jun 20, 2021 (Week 24)",Sun,Sunday
172,"2021-06-21 00:00:00",2021,2,"Q2 2021",6,"June 2021",25,"2021, Week 25","2021-06-21 00:00:00",2021-06-27,"Jun 21, 2021 to Jun 27, 2021 (Week 25)",Mon,Monday
173,"2021-06-22 00:00:00",2021,2,"Q2 2021",6,"June 2021",25,"2021, Week 25","2021-06-21 00:00:00",2021-06-27,"Jun 21, 2021 to Jun 27, 2021 (Week 25)",Tue,Tuesday
174,"2021-06-23 00:00:00",2021,2,"Q2 2021",6,"June 2021",25,"2021, Week 25","2021-06-21 00:00:00",2021-06-27,"Jun 21, 2021 to Jun 27, 2021 (Week 25)",Wed,Wednesday
175,"2021-06-24 00:00:00",2021,2,"Q2 2021",6,"June 2021",25,"2021, Week 25","2021-06-21 00:00:00",2021-06-27,"Jun 21, 2021 to Jun 27, 2021 (Week 25)",Thu,Thursday
176,"2021-06-25 00:00:00",2021,2,"Q2 2021",6,"June 2021",25,"2021, Week 25","2021-06-21 00:00:00",2021-06-27,"Jun 21, 2021 to Jun 27, 2021 (Week 25)",Fri,Friday
177,"2021-06-26 00:00:00",2021,2,"Q2 2021",6,"June 2021",25,"2021, Week 25","2021-06-21 00:00:00",2021-06-27,"Jun 21, 2021 to Jun 27, 2021 (Week 25)",Sat,Saturday
178,"2021-06-27 00:00:00",2021,2,"Q2 2021",6,"June 2021",25,"2021, Week 25","2021-06-21 00:00:00",2021-06-27,"Jun 21, 2021 to Jun 27, 2021 (Week 25)",Sun,Sunday
179,"2021-06-28 00:00:00",2021,2,"Q2 2021",6,"June 2021",26,"2021, Week 26","2021-06-28 00:00:00",2021-07-04,"Jun 28, 2021 to Jul 04, 2021 (Week 26)",Mon,Monday
180,"2021-06-29 00:00:00",2021,2,"Q2 2021",6,"June 2021",26,"2021, Week 26","2021-06-28 00:00:00",2021-07-04,"Jun 28, 2021 to Jul 04, 2021 (Week 26)",Tue,Tuesday
181,"2021-06-30 00:00:00",2021,2,"Q2 2021",6,"June 2021",26,"2021, Week 26","2021-06-28 00:00:00",2021-07-04,"Jun 28, 2021 to Jul 04, 2021 (Week 26)",Wed,Wednesday
182,"2021-07-01 00:00:00",2021,3,"Q3 2021",7,"July 2021",26,"2021, Week 26","2021-06-28 00:00:00",2021-07-04,"Jun 28, 2021 to Jul 04, 2021 (Week 26)",Thu,Thursday
183,"2021-07-02 00:00:00",2021,3,"Q3 2021",7,"July 2021",26,"2021, Week 26","2021-06-28 00:00:00",2021-07-04,"Jun 28, 2021 to Jul 04, 2021 (Week 26)",Fri,Friday
184,"2021-07-03 00:00:00",2021,3,"Q3 2021",7,"July 2021",26,"2021, Week 26","2021-06-28 00:00:00",2021-07-04,"Jun 28, 2021 to Jul 04, 2021 (Week 26)",Sat,Saturday
185,"2021-07-04 00:00:00",2021,3,"Q3 2021",7,"July 2021",26,"2021, Week 26","2021-06-28 00:00:00",2021-07-04,"Jun 28, 2021 to Jul 04, 2021 (Week 26)",Sun,Sunday
186,"2021-07-05 00:00:00",2021,3,"Q3 2021",7,"July 2021",27,"2021, Week 27","2021-07-05 00:00:00",2021-07-11,"Jul 05, 2021 to Jul 11, 2021 (Week 27)",Mon,Monday
187,"2021-07-06 00:00:00",2021,3,"Q3 2021",7,"July 2021",27,"2021, Week 27","2021-07-05 00:00:00",2021-07-11,"Jul 05, 2021 to Jul 11, 2021 (Week 27)",Tue,Tuesday
188,"2021-07-07 00:00:00",2021,3,"Q3 2021",7,"July 2021",27,"2021, Week 27","2021-07-05 00:00:00",2021-07-11,"Jul 05, 2021 to Jul 11, 2021 (Week 27)",Wed,Wednesday
189,"2021-07-08 00:00:00",2021,3,"Q3 2021",7,"July 2021",27,"2021, Week 27","2021-07-05 00:00:00",2021-07-11,"Jul 05, 2021 to Jul 11, 2021 (Week 27)",Thu,Thursday
190,"2021-07-09 00:00:00",2021,3,"Q3 2021",7,"July 2021",27,"2021, Week 27","2021-07-05 00:00:00",2021-07-11,"Jul 05, 2021 to Jul 11, 2021 (Week 27)",Fri,Friday
191,"2021-07-10 00:00:00",2021,3,"Q3 2021",7,"July 2021",27,"2021, Week 27","2021-07-05 00:00:00",2021-07-11,"Jul 05, 2021 to Jul 11, 2021 (Week 27)",Sat,Saturday
192,"2021-07-11 00:00:00",2021,3,"Q3 2021",7,"July 2021",27,"2021, Week 27","2021-07-05 00:00:00",2021-07-11,"Jul 05, 2021 to Jul 11, 2021 (Week 27)",Sun,Sunday
193,"2021-07-12 00:00:00",2021,3,"Q3 2021",7,"July 2021",28,"2021, Week 28","2021-07-12 00:00:00",2021-07-18,"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Mon,Monday
194,"2021-07-13 00:00:00",2021,3,"Q3 2021",7,"July 2021",28,"2021, Week 28","2021-07-12 00:00:00",2021-07-18,"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Tue,Tuesday
195,"2021-07-14 00:00:00",2021,3,"Q3 2021",7,"July 2021",28,"2021, Week 28","2021-07-12 00:00:00",2021-07-18,"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Wed,Wednesday
196,"2021-07-15 00:00:00",2021,3,"Q3 2021",7,"July 2021",28,"2021, Week 28","2021-07-12 00:00:00",2021-07-18,"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Thu,Thursday
197,"2021-07-16 00:00:00",2021,3,"Q3 2021",7,"July 2021",28,"2021, Week 28","2021-07-12 00:00:00",2021-07-18,"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Fri,Friday
198,"2021-07-17 00:00:00",2021,3,"Q3 2021",7,"July 2021",28,"2021, Week 28","2021-07-12 00:00:00",2021-07-18,"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Sat,Saturday
199,"2021-07-18 00:00:00",2021,3,"Q3 2021",7,"July 2021",28,"2021, Week 28","2021-07-12 00:00:00",2021-07-18,"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Sun,Sunday
200,"2021-07-19 00:00:00",2021,3,"Q3 2021",7,"July 2021",29,"2021, Week 29","2021-07-19 00:00:00",2021-07-25,"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Mon,Monday
201,"2021-07-20 00:00:00",2021,3,"Q3 2021",7,"July 2021",29,"2021, Week 29","2021-07-19 00:00:00",2021-07-25,"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Tue,Tuesday
202,"2021-07-21 00:00:00",2021,3,"Q3 2021",7,"July 2021",29,"2021, Week 29","2021-07-19 00:00:00",2021-07-25,"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Wed,Wednesday
203,"2021-07-22 00:00:00",2021,3,"Q3 2021",7,"July 2021",29,"2021, Week 29","2021-07-19 00:00:00",2021-07-25,"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Thu,Thursday
204,"2021-07-23 00:00:00",2021,3,"Q3 2021",7,"July 2021",29,"2021, Week 29","2021-07-19 00:00:00",2021-07-25,"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Fri,Friday
205,"2021-07-24 00:00:00",2021,3,"Q3 2021",7,"July 2021",29,"2021, Week 29","2021-07-19 00:00:00",2021-07-25,"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Sat,Saturday
206,"2021-07-25 00:00:00",2021,3,"Q3 2021",7,"July 2021",29,"2021, Week 29","2021-07-19 00:00:00",2021-07-25,"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Sun,Sunday
207,"2021-07-26 00:00:00",2021,3,"Q3 2021",7,"July 2021",30,"2021, Week 30","2021-07-26 00:00:00",2021-08-01,"Jul 26, 2021 to Aug 01, 2021 (Week 30)",Mon,Monday
208,"2021-07-27 00:00:00",2021,3,"Q3 2021",7,"July 2021",30,"2021, Week 30","2021-07-26 00:00:00",2021-08-01,"Jul 26, 2021 to Aug 01, 2021 (Week 30)",Tue,Tuesday
209,"2021-07-28 00:00:00",2021,3,"Q3 2021",7,"July 2021",30,"2021, Week 30","2021-07-26 00:00:00",2021-08-01,"Jul 26, 2021 to Aug 01, 2021 (Week 30)",Wed,Wednesday
210,"2021-07-29 00:00:00",2021,3,"Q3 2021",7,"July 2021",30,"2021, Week 30","2021-07-26 00:00:00",2021-08-01,"Jul 26, 2021 to Aug 01, 2021 (Week 30)",Thu,Thursday
211,"2021-07-30 00:00:00",2021,3,"Q3 2021",7,"July 2021",30,"2021, Week 30","2021-07-26 00:00:00",2021-08-01,"Jul 26, 2021 to Aug 01, 2021 (Week 30)",Fri,Friday
212,"2021-07-31 00:00:00",2021,3,"Q3 2021",7,"July 2021",30,"2021, Week 30","2021-07-26 00:00:00",2021-08-01,"Jul 26, 2021 to Aug 01, 2021 (Week 30)",Sat,Saturday
213,"2021-08-01 00:00:00",2021,3,"Q3 2021",8,"August 2021",30,"2021, Week 30","2021-07-26 00:00:00",2021-08-01,"Jul 26, 2021 to Aug 01, 2021 (Week 30)",Sun,Sunday
214,"2021-08-02 00:00:00",2021,3,"Q3 2021",8,"August 2021",31,"2021, Week 31","2021-08-02 00:00:00",2021-08-08,"Aug 02, 2021 to Aug 08, 2021 (Week 31)",Mon,Monday
215,"2021-08-03 00:00:00",2021,3,"Q3 2021",8,"August 2021",31,"2021, Week 31","2021-08-02 00:00:00",2021-08-08,"Aug 02, 2021 to Aug 08, 2021 (Week 31)",Tue,Tuesday
216,"2021-08-04 00:00:00",2021,3,"Q3 2021",8,"August 2021",31,"2021, Week 31","2021-08-02 00:00:00",2021-08-08,"Aug 02, 2021 to Aug 08, 2021 (Week 31)",Wed,Wednesday
217,"2021-08-05 00:00:00",2021,3,"Q3 2021",8,"August 2021",31,"2021, Week 31","2021-08-02 00:00:00",2021-08-08,"Aug 02, 2021 to Aug 08, 2021 (Week 31)",Thu,Thursday
218,"2021-08-06 00:00:00",2021,3,"Q3 2021",8,"August 2021",31,"2021, Week 31","2021-08-02 00:00:00",2021-08-08,"Aug 02, 2021 to Aug 08, 2021 (Week 31)",Fri,Friday
219,"2021-08-07 00:00:00",2021,3,"Q3 2021",8,"August 2021",31,"2021, Week 31","2021-08-02 00:00:00",2021-08-08,"Aug 02, 2021 to Aug 08, 2021 (Week 31)",Sat,Saturday
220,"2021-08-08 00:00:00",2021,3,"Q3 2021",8,"August 2021",31,"2021, Week 31","2021-08-02 00:00:00",2021-08-08,"Aug 02, 2021 to Aug 08, 2021 (Week 31)",Sun,Sunday
221,"2021-08-09 00:00:00",2021,3,"Q3 2021",8,"August 2021",32,"2021, Week 32","2021-08-09 00:00:00",2021-08-15,"Aug 09, 2021 to Aug 15, 2021 (Week 32)",Mon,Monday
222,"2021-08-10 00:00:00",2021,3,"Q3 2021",8,"August 2021",32,"2021, Week 32","2021-08-09 00:00:00",2021-08-15,"Aug 09, 2021 to Aug 15, 2021 (Week 32)",Tue,Tuesday
223,"2021-08-11 00:00:00",2021,3,"Q3 2021",8,"August 2021",32,"2021, Week 32","2021-08-09 00:00:00",2021-08-15,"Aug 09, 2021 to Aug 15, 2021 (Week 32)",Wed,Wednesday
224,"2021-08-12 00:00:00",2021,3,"Q3 2021",8,"August 2021",32,"2021, Week 32","2021-08-09 00:00:00",2021-08-15,"Aug 09, 2021 to Aug 15, 2021 (Week 32)",Thu,Thursday
225,"2021-08-13 00:00:00",2021,3,"Q3 2021",8,"August 2021",32,"2021, Week 32","2021-08-09 00:00:00",2021-08-15,"Aug 09, 2021 to Aug 15, 2021 (Week 32)",Fri,Friday
226,"2021-08-14 00:00:00",2021,3,"Q3 2021",8,"August 2021",32,"2021, Week 32","2021-08-09 00:00:00",2021-08-15,"Aug 09, 2021 to Aug 15, 2021 (Week 32)",Sat,Saturday
227,"2021-08-15 00:00:00",2021,3,"Q3 2021",8,"August 2021",32,"2021, Week 32","2021-08-09 00:00:00",2021-08-15,"Aug 09, 2021 to Aug 15, 2021 (Week 32)",Sun,Sunday
228,"2021-08-16 00:00:00",2021,3,"Q3 2021",8,"August 2021",33,"2021, Week 33","2021-08-16 00:00:00",2021-08-22,"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Mon,Monday
229,"2021-08-17 00:00:00",2021,3,"Q3 2021",8,"August 2021",33,"2021, Week 33","2021-08-16 00:00:00",2021-08-22,"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Tue,Tuesday
230,"2021-08-18 00:00:00",2021,3,"Q3 2021",8,"August 2021",33,"2021, Week 33","2021-08-16 00:00:00",2021-08-22,"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Wed,Wednesday
231,"2021-08-19 00:00:00",2021,3,"Q3 2021",8,"August 2021",33,"2021, Week 33","2021-08-16 00:00:00",2021-08-22,"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Thu,Thursday
232,"2021-08-20 00:00:00",2021,3,"Q3 2021",8,"August 2021",33,"2021, Week 33","2021-08-16 00:00:00",2021-08-22,"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Fri,Friday
233,"2021-08-21 00:00:00",2021,3,"Q3 2021",8,"August 2021",33,"2021, Week 33","2021-08-16 00:00:00",2021-08-22,"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Sat,Saturday
234,"2021-08-22 00:00:00",2021,3,"Q3 2021",8,"August 2021",33,"2021, Week 33","2021-08-16 00:00:00",2021-08-22,"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Sun,Sunday
235,"2021-08-23 00:00:00",2021,3,"Q3 2021",8,"August 2021",34,"2021, Week 34","2021-08-23 00:00:00",2021-08-29,"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Mon,Monday
236,"2021-08-24 00:00:00",2021,3,"Q3 2021",8,"August 2021",34,"2021, Week 34","2021-08-23 00:00:00",2021-08-29,"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Tue,Tuesday
237,"2021-08-25 00:00:00",2021,3,"Q3 2021",8,"August 2021",34,"2021, Week 34","2021-08-23 00:00:00",2021-08-29,"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Wed,Wednesday
238,"2021-08-26 00:00:00",2021,3,"Q3 2021",8,"August 2021",34,"2021, Week 34","2021-08-23 00:00:00",2021-08-29,"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Thu,Thursday
239,"2021-08-27 00:00:00",2021,3,"Q3 2021",8,"August 2021",34,"2021, Week 34","2021-08-23 00:00:00",2021-08-29,"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Fri,Friday
240,"2021-08-28 00:00:00",2021,3,"Q3 2021",8,"August 2021",34,"2021, Week 34","2021-08-23 00:00:00",2021-08-29,"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Sat,Saturday
241,"2021-08-29 00:00:00",2021,3,"Q3 2021",8,"August 2021",34,"2021, Week 34","2021-08-23 00:00:00",2021-08-29,"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Sun,Sunday
242,"2021-08-30 00:00:00",2021,3,"Q3 2021",8,"August 2021",35,"2021, Week 35","2021-08-30 00:00:00",2021-09-05,"Aug 30, 2021 to Sep 05, 2021 (Week 35)",Mon,Monday
243,"2021-08-31 00:00:00",2021,3,"Q3 2021",8,"August 2021",35,"2021, Week 35","2021-08-30 00:00:00",2021-09-05,"Aug 30, 2021 to Sep 05, 2021 (Week 35)",Tue,Tuesday
244,"2021-09-01 00:00:00",2021,3,"Q3 2021",9,"September 2021",35,"2021, Week 35","2021-08-30 00:00:00",2021-09-05,"Aug 30, 2021 to Sep 05, 2021 (Week 35)",Wed,Wednesday
245,"2021-09-02 00:00:00",2021,3,"Q3 2021",9,"September 2021",35,"2021, Week 35","2021-08-30 00:00:00",2021-09-05,"Aug 30, 2021 to Sep 05, 2021 (Week 35)",Thu,Thursday
