date_key,date,year,quarter_number,quarter_text,month,year_month,week,year_week,week_start,week_end,week_range,abbreviated_weekday,weekday
246,"2021-09-03 00:00:00",2021,3,"Q3 2021",9,"September 2021",35,"2021, Week 35","2021-08-30 00:00:00",2021-09-05,"Aug 30, 2021 to Sep 05, 2021 (Week 35)",Fri,Friday
247,"2021-09-04 00:00:00",2021,3,"Q3 2021",9,"September 2021",35,"2021, Week 35","2021-08-30 00:00:00",2021-09-05,"Aug 30, 2021 to Sep 05, 2021 (Week 35)",Sat,Saturday
248,"2021-09-05 00:00:00",2021,3,"Q3 2021",9,"September 2021",35,"2021, Week 35","2021-08-30 00:00:00",2021-09-05,"Aug 30, 2021 to Sep 05, 2021 (Week 35)",Sun,Sunday
249,"2021-09-06 00:00:00",2021,3,"Q3 2021",9,"September 2021",36,"2021, Week 36","2021-09-06 00:00:00",2021-09-12,"Sep 06, 2021 to Sep 12, 2021 (Week 36)",Mon,Monday
250,"2021-09-07 00:00:00",2021,3,"Q3 2021",9,"September 2021",36,"2021, Week 36","2021-09-06 00:00:00",2021-09-12,"Sep 06, 2021 to Sep 12, 2021 (Week 36)",Tue,Tuesday
251,"2021-09-08 00:00:00",2021,3,"Q3 2021",9,"September 2021",36,"2021, Week 36","2021-09-06 00:00:00",2021-09-12,"Sep 06, 2021 to Sep 12, 2021 (Week 36)",Wed,Wednesday
252,"2021-09-09 00:00:00",2021,3,"Q3 2021",9,"September 2021",36,"2021, Week 36","2021-09-06 00:00:00",2021-09-12,"Sep 06, 2021 to Sep 12, 2021 (Week 36)",Thu,Thursday
253,"2021-09-10 00:00:00",2021,3,"Q3 2021",9,"September 2021",36,"2021, Week 36","2021-09-06 00:00:00",2021-09-12,"Sep 06, 2021 to Sep 12, 2021 (Week 36)",Fri,Friday
254,"2021-09-11 00:00:00",2021,3,"Q3 2021",9,"September 2021",36,"2021, Week 36","2021-09-06 00:00:00",2021-09-12,"Sep 06, 2021 to Sep 12, 2021 (Week 36)",Sat,Saturday
255,"2021-09-12 00:00:00",2021,3,"Q3 2021",9,"September 2021",36,"2021, Week 36","2021-09-06 00:00:00",2021-09-12,"Sep 06, 2021 to Sep 12, 2021 (Week 36)",Sun,Sunday
256,"2021-09-13 00:00:00",2021,3,"Q3 2021",9,"September 2021",37,"2021, Week 37","2021-09-13 00:00:00",2021-09-19,"Sep 13, 2021 to Sep 19, 2021 (Week 37)",Mon,Monday
257,"2021-09-14 00:00:00",2021,3,"Q3 2021",9,"September 2021",37,"2021, Week 37","2021-09-13 00:00:00",2021-09-19,"Sep 13, 2021 to Sep 19, 2021 (Week 37)",Tue,Tuesday
258,"2021-09-15 00:00:00",2021,3,"Q3 2021",9,"September 2021",37,"2021, Week 37","2021-09-13 00:00:00",2021-09-19,"Sep 13, 2021 to Sep 19, 2021 (Week 37)",Wed,Wednesday
259,"2021-09-16 00:00:00",2021,3,"Q3 2021",9,"September 2021",37,"2021, Week 37","2021-09-13 00:00:00",2021-09-19,"Sep 13, 2021 to Sep 19, 2021 (Week 37)",Thu,Thursday
260,"2021-09-17 00:00:00",2021,3,"Q3 2021",9,"September 2021",37,"2021, Week 37","2021-09-13 00:00:00",2021-09-19,"Sep 13, 2021 to Sep 19, 2021 (Week 37)",Fri,Friday
261,"2021-09-18 00:00:00",2021,3,"Q3 2021",9,"September 2021",37,"2021, Week 37","2021-09-13 00:00:00",2021-09-19,"Sep 13, 2021 to Sep 19, 2021 (Week 37)",Sat,Saturday
262,"2021-09-19 00:00:00",2021,3,"Q3 2021",9,"September 2021",37,"2021, Week 37","2021-09-13 00:00:00",2021-09-19,"Sep 13, 2021 to Sep 19, 2021 (Week 37)",Sun,Sunday
263,"2021-09-20 00:00:00",2021,3,"Q3 2021",9,"September 2021",38,"2021, Week 38","2021-09-20 00:00:00",2021-09-26,"Sep 20, 2021 to Sep 26, 2021 (Week 38)",Mon,Monday
264,"2021-09-21 00:00:00",2021,3,"Q3 2021",9,"September 2021",38,"2021, Week 38","2021-09-20 00:00:00",2021-09-26,"Sep 20, 2021 to Sep 26, 2021 (Week 38)",Tue,Tuesday
265,"2021-09-22 00:00:00",2021,3,"Q3 2021",9,"September 2021",38,"2021, Week 38","2021-09-20 00:00:00",2021-09-26,"Sep 20, 2021 to Sep 26, 2021 (Week 38)",Wed,Wednesday
266,"2021-09-23 00:00:00",2021,3,"Q3 2021",9,"September 2021",38,"2021, Week 38","2021-09-20 00:00:00",2021-09-26,"Sep 20, 2021 to Sep 26, 2021 (Week 38)",Thu,Thursday
267,"2021-09-24 00:00:00",2021,3,"Q3 2021",9,"September 2021",38,"2021, Week 38","2021-09-20 00:00:00",2021-09-26,"Sep 20, 2021 to Sep 26, 2021 (Week 38)",Fri,Friday
268,"2021-09-25 00:00:00",2021,3,"Q3 2021",9,"September 2021",38,"2021, Week 38","2021-09-20 00:00:00",2021-09-26,"Sep 20, 2021 to Sep 26, 2021 (Week 38)",Sat,Saturday
269,"2021-09-26 00:00:00",2021,3,"Q3 2021",9,"September 2021",38,"2021, Week 38","2021-09-20 00:00:00",2021-09-26,"Sep 20, 2021 to Sep 26, 2021 (Week 38)",Sun,Sunday
270,"2021-09-27 00:00:00",2021,3,"Q3 2021",9,"September 2021",39,"2021, Week 39","2021-09-27 00:00:00",2021-10-03,"Sep 27, 2021 to Oct 03, 2021 (Week 39)",Mon,Monday
271,"2021-09-28 00:00:00",2021,3,"Q3 2021",9,"September 2021",39,"2021, Week 39","2021-09-27 00:00:00",2021-10-03,"Sep 27, 2021 to Oct 03, 2021 (Week 39)",Tue,Tuesday
272,"2021-09-29 00:00:00",2021,3,"Q3 2021",9,"September 2021",39,"2021, Week 39","2021-09-27 00:00:00",2021-10-03,"Sep 27, 2021 to Oct 03, 2021 (Week 39)",Wed,Wednesday
273,"2021-09-30 00:00:00",2021,3,"Q3 2021",9,"September 2021",39,"2021, Week 39","2021-09-27 00:00:00",2021-10-03,"Sep 27, 2021 to Oct 03, 2021 (Week 39)",Thu,Thursday
274,"2021-10-01 00:00:00",2021,4,"Q4 2021",10,"October 2021",39,"2021, Week 39","2021-09-27 00:00:00",2021-10-03,"Sep 27, 2021 to Oct 03, 2021 (Week 39)",Fri,Friday
275,"2021-10-02 00:00:00",2021,4,"Q4 2021",10,"October 2021",39,"2021, Week 39","2021-09-27 00:00:00",2021-10-03,"Sep 27, 2021 to Oct 03, 2021 (Week 39)",Sat,Saturday
276,"2021-10-03 00:00:00",2021,4,"Q4 2021",10,"October 2021",39,"2021, Week 39","2021-09-27 00:00:00",2021-10-03,"Sep 27, 2021 to Oct 03, 2021 (Week 39)",Sun,Sunday
277,"2021-10-04 00:00:00",2021,4,"Q4 2021",10,"October 2021",40,"2021, Week 40","2021-10-04 00:00:00",2021-10-10,"Oct 04, 2021 to Oct 10, 2021 (Week 40)",Mon,Monday
278,"2021-10-05 00:00:00",2021,4,"Q4 2021",10,"October 2021",40,"2021, Week 40","2021-10-04 00:00:00",2021-10-10,"Oct 04, 2021 to Oct 10, 2021 (Week 40)",Tue,Tuesday
279,"2021-10-06 00:00:00",2021,4,"Q4 2021",10,"October 2021",40,"2021, Week 40","2021-10-04 00:00:00",2021-10-10,"Oct 04, 2021 to Oct 10, 2021 (Week 40)",Wed,Wednesday
280,"2021-10-07 00:00:00",2021,4,"Q4 2021",10,"October 2021",40,"2021, Week 40","2021-10-04 00:00:00",2021-10-10,"Oct 04, 2021 to Oct 10, 2021 (Week 40)",Thu,Thursday
281,"2021-10-08 00:00:00",2021,4,"Q4 2021",10,"October 2021",40,"2021, Week 40","2021-10-04 00:00:00",2021-10-10,"Oct 04, 2021 to Oct 10, 2021 (Week 40)",Fri,Friday
282,"2021-10-09 00:00:00",2021,4,"Q4 2021",10,"October 2021",40,"2021, Week 40","2021-10-04 00:00:00",2021-10-10,"Oct 04, 2021 to Oct 10, 2021 (Week 40)",Sat,Saturday
283,"2021-10-10 00:00:00",2021,4,"Q4 2021",10,"October 2021",40,"2021, Week 40","2021-10-04 00:00:00",2021-10-10,"Oct 04, 2021 to Oct 10, 2021 (Week 40)",Sun,Sunday
284,"2021-10-11 00:00:00",2021,4,"Q4 2021",10,"October 2021",41,"2021, Week 41","2021-10-11 00:00:00",2021-10-17,"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Mon,Monday
285,"2021-10-12 00:00:00",2021,4,"Q4 2021",10,"October 2021",41,"2021, Week 41","2021-10-11 00:00:00",2021-10-17,"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Tue,Tuesday
286,"2021-10-13 00:00:00",2021,4,"Q4 2021",10,"October 2021",41,"2021, Week 41","2021-10-11 00:00:00",2021-10-17,"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Wed,Wednesday
287,"2021-10-14 00:00:00",2021,4,"Q4 2021",10,"October 2021",41,"2021, Week 41","2021-10-11 00:00:00",2021-10-17,"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Thu,Thursday
288,"2021-10-15 00:00:00",2021,4,"Q4 2021",10,"October 2021",41,"2021, Week 41","2021-10-11 00:00:00",2021-10-17,"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Fri,Friday
289,"2021-10-16 00:00:00",2021,4,"Q4 2021",10,"October 2021",41,"2021, Week 41","2021-10-11 00:00:00",2021-10-17,"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Sat,Saturday
290,"2021-10-17 00:00:00",2021,4,"Q4 2021",10,"October 2021",41,"2021, Week 41","2021-10-11 00:00:00",2021-10-17,"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Sun,Sunday
291,"2021-10-18 00:00:00",2021,4,"Q4 2021",10,"October 2021",42,"2021, Week 42","2021-10-18 00:00:00",2021-10-24,"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Mon,Monday
292,"2021-10-19 00:00:00",2021,4,"Q4 2021",10,"October 2021",42,"2021, Week 42","2021-10-18 00:00:00",2021-10-24,"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Tue,Tuesday
293,"2021-10-20 00:00:00",2021,4,"Q4 2021",10,"October 2021",42,"2021, Week 42","2021-10-18 00:00:00",2021-10-24,"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Wed,Wednesday
294,"2021-10-21 00:00:00",2021,4,"Q4 2021",10,"October 2021",42,"2021, Week 42","2021-10-18 00:00:00",2021-10-24,"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Thu,Thursday
295,"2021-10-22 00:00:00",2021,4,"Q4 2021",10,"October 2021",42,"2021, Week 42","2021-10-18 00:00:00",2021-10-24,"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Fri,Friday
296,"2021-10-23 00:00:00",2021,4,"Q4 2021",10,"October 2021",42,"2021, Week 42","2021-10-18 00:00:00",2021-10-24,"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Sat,Saturday
297,"2021-10-24 00:00:00",2021,4,"Q4 2021",10,"October 2021",42,"2021, Week 42","2021-10-18 00:00:00",2021-10-24,"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Sun,Sunday
298,"2021-10-25 00:00:00",2021,4,"Q4 2021",10,"October 2021",43,"2021, Week 43","2021-10-25 00:00:00",2021-10-31,"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Mon,Monday
299,"2021-10-26 00:00:00",2021,4,"Q4 2021",10,"October 2021",43,"2021, Week 43","2021-10-25 00:00:00",2021-10-31,"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Tue,Tuesday
300,"2021-10-27 00:00:00",2021,4,"Q4 2021",10,"October 2021",43,"2021, Week 43","2021-10-25 00:00:00",2021-10-31,"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Wed,Wednesday
301,"2021-10-28 00:00:00",2021,4,"Q4 2021",10,"October 2021",43,"2021, Week 43","2021-10-25 00:00:00",2021-10-31,"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Thu,Thursday
302,"2021-10-29 00:00:00",2021,4,"Q4 2021",10,"October 2021",43,"2021, Week 43","2021-10-25 00:00:00",2021-10-31,"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Fri,Friday
303,"2021-10-30 00:00:00",2021,4,"Q4 2021",10,"October 2021",43,"2021, Week 43","2021-10-25 00:00:00",2021-10-31,"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Sat,Saturday
304,"2021-10-31 00:00:00",2021,4,"Q4 2021",10,"October 2021",43,"2021, Week 43","2021-10-25 00:00:00",2021-10-31,"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Sun,Sunday
305,"2021-11-01 00:00:00",2021,4,"Q4 2021",11,"November 2021",44,"2021, Week 44","2021-11-01 00:00:00",2021-11-07,"Nov 01, 2021 to Nov 07, 2021 (Week 44)",Mon,Monday
306,"2021-11-02 00:00:00",2021,4,"Q4 2021",11,"November 2021",44,"2021, Week 44","2021-11-01 00:00:00",2021-11-07,"Nov 01, 2021 to Nov 07, 2021 (Week 44)",Tue,Tuesday
307,"2021-11-03 00:00:00",2021,4,"Q4 2021",11,"November 2021",44,"2021, Week 44","2021-11-01 00:00:00",2021-11-07,"Nov 01, 2021 to Nov 07, 2021 (Week 44)",Wed,Wednesday
308,"2021-11-04 00:00:00",2021,4,"Q4 2021",11,"November 2021",44,"2021, Week 44","2021-11-01 00:00:00",2021-11-07,"Nov 01, 2021 to Nov 07, 2021 (Week 44)",Thu,Thursday
309,"2021-11-05 00:00:00",2021,4,"Q4 2021",11,"November 2021",44,"2021, Week 44","2021-11-01 00:00:00",2021-11-07,"Nov 01, 2021 to Nov 07, 2021 (Week 44)",Fri,Friday
310,"2021-11-06 00:00:00",2021,4,"Q4 2021",11,"November 2021",44,"2021, Week 44","2021-11-01 00:00:00",2021-11-07,"Nov 01, 2021 to Nov 07, 2021 (Week 44)",Sat,Saturday
311,"2021-11-07 00:00:00",2021,4,"Q4 2021",11,"November 2021",44,"2021, Week 44","2021-11-01 00:00:00",2021-11-07,"Nov 01, 2021 to Nov 07, 2021 (Week 44)",Sun,Sunday
312,"2021-11-08 00:00:00",2021,4,"Q4 2021",11,"November 2021",45,"2021, Week 45","2021-11-08 00:00:00",2021-11-14,"Nov 08, 2021 to Nov 14, 2021 (Week 45)",Mon,Monday
313,"2021-11-09 00:00:00",2021,4,"Q4 2021",11,"November 2021",45,"2021, Week 45","2021-11-08 00:00:00",2021-11-14,"Nov 08, 2021 to Nov 14, 2021 (Week 45)",Tue,Tuesday
314,"2021-11-10 00:00:00",2021,4,"Q4 2021",11,"November 2021",45,"2021, Week 45","2021-11-08 00:00:00",2021-11-14,"Nov 08, 2021 to Nov 14, 2021 (Week 45)",Wed,Wednesday
315,"2021-11-11 00:00:00",2021,4,"Q4 2021",11,"November 2021",45,"2021, Week 45","2021-11-08 00:00:00",2021-11-14,"Nov 08, 2021 to Nov 14, 2021 (Week 45)",Thu,Thursday
316,"2021-11-12 00:00:00",2021,4,"Q4 2021",11,"November 2021",45,"2021, Week 45","2021-11-08 00:00:00",2021-11-14,"Nov 08, 2021 to Nov 14, 2021 (Week 45)",Fri,Friday
317,"2021-11-13 00:00:00",2021,4,"Q4 2021",11,"November 2021",45,"2021, Week 45","2021-11-08 00:00:00",2021-11-14,"Nov 08, 2021 to Nov 14, 2021 (Week 45)",Sat,Saturday
318,"2021-11-14 00:00:00",2021,4,"Q4 2021",11,"November 2021",45,"2021, Week 45","2021-11-08 00:00:00",2021-11-14,"Nov 08, 2021 to Nov 14, 2021 (Week 45)",Sun,Sunday
319,"2021-11-15 00:00:00",2021,4,"Q4 2021",11,"November 2021",46,"2021, Week 46","2021-11-15 00:00:00",2021-11-21,"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Mon,Monday
320,"2021-11-16 00:00:00",2021,4,"Q4 2021",11,"November 2021",46,"2021, Week 46","2021-11-15 00:00:00",2021-11-21,"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Tue,Tuesday
321,"2021-11-17 00:00:00",2021,4,"Q4 2021",11,"November 2021",46,"2021, Week 46","2021-11-15 00:00:00",2021-11-21,"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Wed,Wednesday
322,"2021-11-18 00:00:00",2021,4,"Q4 2021",11,"November 2021",46,"2021, Week 46","2021-11-15 00:00:00",2021-11-21,"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Thu,Thursday
323,"2021-11-19 00:00:00",2021,4,"Q4 2021",11,"November 2021",46,"2021, Week 46","2021-11-15 00:00:00",2021-11-21,"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Fri,Friday
324,"2021-11-20 00:00:00",2021,4,"Q4 2021",11,"November 2021",46,"2021, Week 46","2021-11-15 00:00:00",2021-11-21,"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Sat,Saturday
325,"2021-11-21 00:00:00",2021,4,"Q4 2021",11,"November 2021",46,"2021, Week 46","2021-11-15 00:00:00",2021-11-21,"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Sun,Sunday
326,"2021-11-22 00:00:00",2021,4,"Q4 2021",11,"November 2021",47,"2021, Week 47","2021-11-22 00:00:00",2021-11-28,"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Mon,Monday
327,"2021-11-23 00:00:00",2021,4,"Q4 2021",11,"November 2021",47,"2021, Week 47","2021-11-22 00:00:00",2021-11-28,"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Tue,Tuesday
328,"2021-11-24 00:00:00",2021,4,"Q4 2021",11,"November 2021",47,"2021, Week 47","2021-11-22 00:00:00",2021-11-28,"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Wed,Wednesday
329,"2021-11-25 00:00:00",2021,4,"Q4 2021",11,"November 2021",47,"2021, Week 47","2021-11-22 00:00:00",2021-11-28,"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Thu,Thursday
330,"2021-11-26 00:00:00",2021,4,"Q4 2021",11,"November 2021",47,"2021, Week 47","2021-11-22 00:00:00",2021-11-28,"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Fri,Friday
331,"2021-11-27 00:00:00",2021,4,"Q4 2021",11,"November 2021",47,"2021, Week 47","2021-11-22 00:00:00",2021-11-28,"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Sat,Saturday
332,"2021-11-28 00:00:00",2021,4,"Q4 2021",11,"November 2021",47,"2021, Week 47","2021-11-22 00:00:00",2021-11-28,"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Sun,Sunday
333,"2021-11-29 00:00:00",2021,4,"Q4 2021",11,"November 2021",48,"2021, Week 48","2021-11-29 00:00:00",2021-12-05,"Nov 29, 2021 to Dec 05, 2021 (Week 48)",Mon,Monday
334,"2021-11-30 00:00:00",2021,4,"Q4 2021",11,"November 2021",48,"2021, Week 48","2021-11-29 00:00:00",2021-12-05,"Nov 29, 2021 to Dec 05, 2021 (Week 48)",Tue,Tuesday
335,"2021-12-01 00:00:00",2021,4,"Q4 2021",12,"December 2021",48,"2021, Week 48","2021-11-29 00:00:00",2021-12-05,"Nov 29, 2021 to Dec 05, 2021 (Week 48)",Wed,Wednesday
336,"2021-12-02 00:00:00",2021,4,"Q4 2021",12,"December 2021",48,"2021, Week 48","2021-11-29 00:00:00",2021-12-05,"Nov 29, 2021 to Dec 05, 2021 (Week 48)",Thu,Thursday
337,"2021-12-03 00:00:00",2021,4,"Q4 2021",12,"December 2021",48,"2021, Week 48","2021-11-29 00:00:00",2021-12-05,"Nov 29, 2021 to Dec 05, 2021 (Week 48)",Fri,Friday
338,"2021-12-04 00:00:00",2021,4,"Q4 2021",12,"December 2021",48,"2021, Week 48","2021-11-29 00:00:00",2021-12-05,"Nov 29, 2021 to Dec 05, 2021 (Week 48)",Sat,Saturday
339,"2021-12-05 00:00:00",2021,4,"Q4 2021",12,"December 2021",48,"2021, Week 48","2021-11-29 00:00:00",2021-12-05,"Nov 29, 2021 to Dec 05, 2021 (Week 48)",Sun,Sunday
340,"2021-12-06 00:00:00",2021,4,"Q4 2021",12,"December 2021",49,"2021, Week 49","2021-12-06 00:00:00",2021-12-12,"Dec 06, 2021 to Dec 12, 2021 (Week 49)",Mon,Monday
341,"2021-12-07 00:00:00",2021,4,"Q4 2021",12,"December 2021",49,"2021, Week 49","2021-12-06 00:00:00",2021-12-12,"Dec 06, 2021 to Dec 12, 2021 (Week 49)",Tue,Tuesday
342,"2021-12-08 00:00:00",2021,4,"Q4 2021",12,"December 2021",49,"2021, Week 49","2021-12-06 00:00:00",2021-12-12,"Dec 06, 2021 to Dec 12, 2021 (Week 49)",Wed,Wednesday
343,"2021-12-09 00:00:00",2021,4,"Q4 2021",12,"December 2021",49,"2021, Week 49","2021-12-06 00:00:00",2021-12-12,"Dec 06, 2021 to Dec 12, 2021 (Week 49)",Thu,Thursday
344,"2021-12-10 00:00:00",2021,4,"Q4 2021",12,"December 2021",49,"2021, Week 49","2021-12-06 00:00:00",2021-12-12,"Dec 06, 2021 to Dec 12, 2021 (Week 49)",Fri,Friday
345,"2021-12-11 00:00:00",2021,4,"Q4 2021",12,"December 2021",49,"2021, Week 49","2021-12-06 00:00:00",2021-12-12,"Dec 06, 2021 to Dec 12, 2021 (Week 49)",Sat,Saturday
346,"2021-12-12 00:00:00",2021,4,"Q4 2021",12,"December 2021",49,"2021, Week 49","2021-12-06 00:00:00",2021-12-12,"Dec 06, 2021 to Dec 12, 2021 (Week 49)",Sun,Sunday
347,"2021-12-13 00:00:00",2021,4,"Q4 2021",12,"December 2021",50,"2021, Week 50","2021-12-13 00:00:00",2021-12-19,"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Mon,Monday
348,"2021-12-14 00:00:00",2021,4,"Q4 2021",12,"December 2021",50,"2021, Week 50","2021-12-13 00:00:00",2021-12-19,"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Tue,Tuesday
349,"2021-12-15 00:00:00",2021,4,"Q4 2021",12,"December 2021",50,"2021, Week 50","2021-12-13 00:00:00",2021-12-19,"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Wed,Wednesday
350,"2021-12-16 00:00:00",2021,4,"Q4 2021",12,"December 2021",50,"2021, Week 50","2021-12-13 00:00:00",2021-12-19,"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Thu,Thursday
351,"2021-12-17 00:00:00",2021,4,"Q4 2021",12,"December 2021",50,"2021, Week 50","2021-12-13 00:00:00",2021-12-19,"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Fri,Friday
352,"2021-12-18 00:00:00",2021,4,"Q4 2021",12,"December 2021",50,"2021, Week 50","2021-12-13 00:00:00",2021-12-19,"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Sat,Saturday
353,"2021-12-19 00:00:00",2021,4,"Q4 2021",12,"December 2021",50,"2021, Week 50","2021-12-13 00:00:00",2021-12-19,"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Sun,Sunday
354,"2021-12-20 00:00:00",2021,4,"Q4 2021",12,"December 2021",51,"2021, Week 51","2021-12-20 00:00:00",2021-12-26,"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Mon,Monday
355,"2021-12-21 00:00:00",2021,4,"Q4 2021",12,"December 2021",51,"2021, Week 51","2021-12-20 00:00:00",2021-12-26,"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Tue,Tuesday
356,"2021-12-22 00:00:00",2021,4,"Q4 2021",12,"December 2021",51,"2021, Week 51","2021-12-20 00:00:00",2021-12-26,"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Wed,Wednesday
357,"2021-12-23 00:00:00",2021,4,"Q4 2021",12,"December 2021",51,"2021, Week 51","2021-12-20 00:00:00",2021-12-26,"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Thu,Thursday
358,"2021-12-24 00:00:00",2021,4,"Q4 2021",12,"December 2021",51,"2021, Week 51","2021-12-20 00:00:00",2021-12-26,"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Fri,Friday
359,"2021-12-25 00:00:00",2021,4,"Q4 2021",12,"December 2021",51,"2021, Week 51","2021-12-20 00:00:00",2021-12-26,"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Sat,Saturday
360,"2021-12-26 00:00:00",2021,4,"Q4 2021",12,"December 2021",51,"2021, Week 51","2021-12-20 00:00:00",2021-12-26,"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Sun,Sunday
361,"2021-12-27 00:00:00",2021,4,"Q4 2021",12,"December 2021",52,"2021, Week 52","2021-12-27 00:00:00",2022-01-02,"Dec 27, 2021 to Jan 02, 2022 (Week 52)",Mon,Monday
362,"2021-12-28 00:00:00",2021,4,"Q4 2021",12,"December 2021",52,"2021, Week 52","2021-12-27 00:00:00",2022-01-02,"Dec 27, 2021 to Jan 02, 2022 (Week 52)",Tue,Tuesday
363,"2021-12-29 00:00:00",2021,4,"Q4 2021",12,"December 2021",52,"2021, Week 52","2021-12-27 00:00:00",2022-01-02,"Dec 27, 2021 to Jan 02, 2022 (Week 52)",Wed,Wednesday
364,"2021-12-30 00:00:00",2021,4,"Q4 2021",12,"December 2021",52,"2021, Week 52","2021-12-27 00:00:00",2022-01-02,"Dec 27, 2021 to Jan 02, 2022 (Week 52)",Thu,Thursday
365,"2021-12-31 00:00:00",2021,4,"Q4 2021",12,"December 2021",52,"2021, Week 52","2021-12-27 00:00:00",2022-01-02,"Dec 27, 2021 to Jan 02, 2022 (Week 52)",Fri,Friday
